host_job_create_tstamp,host_job_create_partitions_time,host_job_serialize_time,func_data_size_bytes,func_module_size_bytes,host_func_upload_time,host_data_upload_time,host_job_created_time,host_status_done_tstamp,host_status_query_count,worker_start_tstamp,host_submit_tstamp,worker_cold_start,worker_func_cpu_usage,worker_func_cpu_system_time,worker_func_cpu_user_time,worker_func_sent_net_io,worker_func_recv_net_io,worker_func_rss,worker_func_vms,worker_func_uss,worker_peak_memory_start,worker_func_start_tstamp,worker_func_end_tstamp,worker_func_exec_time,func_result_size,worker_peak_memory_end,worker_end_tstamp,worker_exec_time
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041693.0003111,1,1748040799.2536843,1748040792.1640372,True,"[68.2, 76.4, 72.1, 80.1, 77.5, 76.2, 72.4, 77.4]",44.37,5835.32,1029238,414720226,107651072,456900608,34467840,102764544.0,1748040799.9912539,1748041691.922745,891.93149114,0.0,1494790144.0,1748041691.9967942,892.74310994
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041265.564498,1,1748040799.258279,1748040792.1640372,True,"[88.5, 88.6, 87.4, 87.2, 88.2, 88.6, 87.2, 87.0]",39.64,3747.52,810570,414589714,107655168,456900608,34430976,102768640.0,1748040799.997519,1748041263.45085,463.45333099,0.0,1496485888.0,1748041263.5921717,464.33389258
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041629.0049405,1,1748040799.2629964,1748040792.1640372,True,"[73.1, 82.4, 77.8, 82.9, 82.8, 82.1, 78.1, 80.3]",43.84,5769.39,997534,414698246,107655168,456900608,34463744,102768640.0,1748040799.98215,1748041626.680938,826.69878793,0.0,1495138304.0,1748041626.7583396,827.49534321
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041619.6541276,1,1748040799.2670152,1748040792.1640372,True,"[73.2, 83.2, 77.9, 83.7, 83.3, 83.0, 78.5, 81.2]",43.72,5752.11,966438,414679712,107655168,456900608,34430976,102768640.0,1748040800.016429,1748041618.0394764,818.02304745,0.0,1496604672.0,1748041618.1169925,818.84997725
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041526.4369402,1,1748040799.2715151,1748040792.1640372,True,"[78.1, 92.7, 83.0, 86.1, 85.6, 91.4, 80.6, 87.2]",42.77,5443.66,903831,414644310,107655168,456900608,34463744,102768640.0,1748040799.9914036,1748041524.0163338,724.02493024,0.0,1494429696.0,1748041524.1415315,724.87001634
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041493.119237,1,1748040799.2768536,1748040792.1640372,True,"[80.3, 92.3, 85.7, 86.3, 86.4, 91.0, 80.9, 90.5]",42.3,5277.92,872843,414624571,107655168,456900608,34476032,102768640.0,1748040799.9958477,1748041490.9266174,690.93076968,0.0,1495310336.0,1748041491.0577536,691.7809
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041960.285082,39,1748041927.6139898,1748041925.1498685,True,"[85.7, 86.7, 86.3, 87.2, 85.8, 85.8, 87.1, 87.8]",52.72,5375.24,1205996,414550501,107716608,456871936,33722368,103010304.0,1748041928.3246748,1748041959.5075781,31.18290329,0.0,2053976064.0,1748041959.5920277,31.97803783
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041960.2758207,39,1748041927.6175377,1748041925.1498685,True,"[85.4, 85.8, 85.5, 86.4, 85.0, 85.0, 86.2, 87.1]",52.87,5375.46,1280694,414588269,107716608,456871936,33697792,103010304.0,1748041928.366291,1748041959.8765152,31.5102241,0.0,2053545984.0,1748041959.928817,32.3112793
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041960.277836,39,1748041927.6210968,1748041925.1498685,True,"[85.9, 87.0, 86.7, 87.2, 86.0, 86.0, 87.6, 88.0]",52.32,5374.76,988536,414478611,107716608,456871936,33697792,103010304.0,1748041928.3004568,1748041959.2851388,30.98468208,0.0,2053984256.0,1748041959.384158,31.76306105
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041960.2667577,39,1748041927.623852,1748041925.1498685,True,"[85.7, 86.9, 86.6, 87.2, 86.0, 86.0, 87.4, 87.9]",52.41,5374.95,1091419,414521174,107716608,456871936,33677312,103010304.0,1748041928.263969,1748041959.376682,31.1127131,0.0,2053664768.0,1748041959.4443748,31.82052279
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041960.279265,39,1748041927.627926,1748041925.1498685,True,"[85.7, 86.7, 86.3, 87.2, 85.8, 85.9, 87.1, 87.9]",52.72,5375.24,1203143,414543059,107720704,456871936,33685504,103014400.0,1748041928.3277693,1748041959.5156827,31.18791342,0.0,2053541888.0,1748041959.59383,31.965904
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041960.2850223,39,1748041927.632806,1748041925.1498685,True,"[85.9, 87.0, 86.7, 87.2, 86.0, 86.0, 87.6, 88.0]",52.32,5374.76,1020337,414477354,107720704,456871936,33681408,103014400.0,1748041928.3062453,1748041959.2842038,30.97795844,0.0,2053234688.0,1748041959.3866675,31.75386143
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041960.2797017,39,1748041927.6357324,1748041925.1498685,True,"[85.6, 86.8, 86.5, 87.2, 86.0, 86.1, 87.2, 87.8]",52.52,5375.14,1145686,414532234,107720704,456871936,33697792,103014400.0,1748041928.3077648,1748041959.4488103,31.14104557,0.0,2053746688.0,1748041959.51699,31.88125753
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041960.262149,39,1748041927.6617773,1748041925.1498685,True,"[85.7, 86.6, 86.2, 87.2, 85.7, 85.8, 86.9, 87.7]",52.77,5375.32,1215695,414559516,107720704,456871936,33681408,103014400.0,1748041928.362073,1748041959.587827,31.22575402,0.0,2053529600.0,1748041959.6429207,31.98114347
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041964.8786721,45,1748041927.7082207,1748041925.1498685,True,"[86.4, 84.5, 86.4, 86.1, 85.8, 84.5, 86.8, 84.8]",58.96,6927.65,1172791,414480896,107724800,456867840,33779712,103129088.0,1748041928.4886541,1748041964.4629176,35.97426343,0.0,2054348800.0,1748041964.5205433,36.81232262
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041964.8766074,45,1748041927.7112315,1748041925.1498685,True,"[86.8, 84.8, 86.8, 86.5, 86.2, 84.9, 87.1, 85.3]",58.88,6927.57,1112391,414455003,107724800,456867840,33730560,103133184.0,1748041928.4267776,1748041964.2654946,35.83871698,0.0,2053758976.0,1748041964.3274174,36.6161859
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041964.8828642,45,1748041927.71429,1748041925.1498685,True,"[87.4, 85.5, 87.4, 86.7, 86.7, 85.6, 87.0, 85.8]",58.67,6927.06,1003479,414434823,107724800,456867840,33730560,103133184.0,1748041928.4963396,1748041963.962349,35.46600938,0.0,2053165056.0,1748041964.029181,36.3148911
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041964.1022022,44,1748041927.7186685,1748041925.1498685,True,"[87.8, 85.9, 87.4, 86.7, 87.2, 86.0, 86.9, 86.3]",58.47,6926.48,934906,414405014,107728896,456867840,33738752,103137280.0,1748041928.428171,1748041963.715396,35.28722501,0.0,2054705152.0,1748041963.8164842,36.09781575
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041964.1110344,44,1748041927.7212756,1748041925.1498685,True,"[87.7, 86.1, 87.3, 87.0, 87.2, 86.3, 86.8, 86.2]",58.31,6925.98,928286,414395736,107728896,456867840,33734656,103137280.0,1748041928.464842,1748041963.58198,35.11713791,0.0,2054205440.0,1748041963.682072,35.96079636
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041964.1025574,44,1748041927.7252574,1748041925.1498685,True,"[87.7, 86.5, 87.3, 87.1, 87.4, 86.7, 86.8, 86.2]",58.09,6925.13,812484,414359759,107732992,456867840,33734656,103141376.0,1748041928.484334,1748041963.3624725,34.87813854,0.0,2054828032.0,1748041963.4857569,35.76049948
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041964.886808,45,1748041927.7291713,1748041925.1498685,True,"[87.2, 85.3, 87.2, 86.7, 86.7, 85.4, 87.0, 85.7]",58.79,6927.24,1048533,414434080,107732992,456867840,33755136,103137280.0,1748041928.4953697,1748041964.0607872,35.56541753,0.0,2054238208.0,1748041964.126785,36.39761376
1748041924.5392575,0.111014,0.004355,10454,1066,0.217827,0.277091,0.610498,1748041964.0985198,44,1748041927.735029,1748041925.1498685,True,"[87.7, 86.6, 87.3, 87.1, 87.3, 86.7, 86.8, 86.1]",57.98,6924.77,806298,414350219,107732992,456867840,33742848,103137280.0,1748041928.4620302,1748041963.3065333,34.84450316,0.0,2055000064.0,1748041963.426075,35.691046
